Sentiment,Text
1,"@butchwalker Try to be anyway. Something i love so whether i'm good at it or not, kinda have to keep doin it. "
1,@ButifulDeath Click this and feel it.  http://tinyurl.com/689zyc
0,"@BUtifulstrngr I was just thinking about you &amp; ur show! I wanted to listen 2, but my computer doesn't work! "
1,@BUtifulstrngr wake up 
0,"@ButimaDime yeahh but you have to drive the rover, I can't walk on my toe until it healss "
0,"@butlabitch still sick  sorry for not calling you, trying to catch some z's"
1,@butler77 whole different game in a gi. So many lapels to grab hold of and choke your opponent with 
0,@butta No and no. It's Highland Farms in Mississauga. It never feels busy even when it's crawling. Too bad it's so far. 
1,@buttababy88 if you like 2 laugh..have a good time..follow me..its just that simple 
1,@buttahfinger BLACKBERRY'S COOL! 
0,"@buttclencher if i dint hav the rent to pay, i wud have been enjoying the melted snow on Everest with a magic wand of smoke in my hand! "
0,@butter_foot ... can't you do charity straight from the heart? 
1,@butter95 save some chocolate for me! Haha your english is pretty good by the way 
0,@Butter95 yesss  please say you came to free me from this misery
0,@butterballs_mc yes because a plane air france crashed !!!!! more french and brazilian are died 
0,"@butterbean74 so did i! can't go on like this, something's got to give "
0,@ButterbeanUK I've gotta wake up that time too  Wont go bed for another hour or 2 though haha. Good night bud
1,@AndrewWheeler23 another 4 hour game?   
0,@andrewwk are you planning to come to the Northeast Florida area sometime? Nyc is far away. 
0,@andrewwoodhouse Yep. Radio it is 
1,"@AndrewWoody error logging, but the other scenarios are interessting too "
0,@AndrewWyers I am lost. Please help me find a good home. 
0,@AndrewZamora not work volunteer  and yes its hard work  wat u up to?
1,@andrewzur woah cool on the 1000 tweet  what you been up to
1,@andreybutov from your teenage actor days 
0,@AndreyFuki we're on winter here... its freezing! i want summer  i didnt get the &quot;spammer&quot; thing... what do u mean?
0,@andrhamm connect your twitter back to FB! 
1,@andriijas both are in the pipe actually 
1,@androidandme it works great actually.  I hear its perfect on netbooks... but I've already triple booted mine... 
1,@androidtomato @_supernatural_ @HAMMER32 @Meehra *waves energetic like always*  Need a break before lunch to say hello to you.
1,"@androidtomato alright, I'll go home. I'll stand by the mailbox tomorrow.  "
1,"@androidtomato aw, you're welcome "
1,"@androidtomato can't decide if i want dimples, arms, tushy.. .hair, all of it. just all of it... "
0,"@androidtomato good! even if i wasn't up, i didn't get it before and it concerned me  @mandahoofs it's just... i might have to email you~"
0,@androidtomato hmmm i want honey/cheese toasted now 
0,@androidtomato let's hope so! Sparkle has already named him Padasloth  all well with you?
0,@androidtomato NO magazine yet  No Caleb for me to lick. 
1,@androidtomato nuffin much my smuttness. Just home from work. Bit exhausted. Wanna start on my next SPN vclip.  how bout u?
1,@androidtomato oh renting 10 inch hero waiting for mail. 
0,@androidtomato you know who will be lost without you? @HAMMER32.  
1,@andshespins absolutely gorgeous.  I think I should open a gothic/punk dance/strip club in Chicago.  I think it would do well. 
1,@andshoeboxes thankee.  
0,@andtella my mom said I can't. i have tonz of homework that i need to get started on. Sorry 
0,@andtheafterglow  THEY ARENT SHOWING IT HERE  you should go just for me!!
1,"@AndThenLisaSaid LOL. I would agree, but I'm not sure I'd want to open that box by the time it got here!   - and Ollie' seems fine now thx"
0,@andthesewalls soz to hear flat fell through  Hope all picks up soon xx
0,@AndThisIsEmily emily 
1,"@andwhoami sorry, just noticed that it´s you mel  welcome here!!"
1,@andwoahalex my tweets??? i rofl'd at this 
1,@Andy_Allen 
1,@andy_bloch http://twitpic.com/6ebdt - seriously?  that's you ?  awwwwww 
0,@Andy_Bloch Oh No!!!! Bubble? 
0,@andy_crow ?? ??????? 
0,@Andy_Hawk @andy_sims works sucks without being able to stream KWOD 
0,"@andy_lamb Anything you want done baby, I do it naturally  "
1,@andy_lamb Good shout on both counts 
1,@andy_lamb I find them truly scary! Even the terminology worries me! How's the new site going? 
1,"@andy_lamb thank u  And yeah, I will get around to designing my own background seeing as thats what I do, but when time permits "
0,@ButterbeanUK sorry to hear about your issues mate 
0,@Buttercake My sober dancing is rubbish though 
0,@buttercupamy I miss Amy cards 
0,@buttercupd http://tinyurl.com/lzepok it doesn't work 
1,@ButtercupD I will. Now I'm hungry for ice cream. 
1,"@ButtercupD Thanks for the Ling Updates...  how are you today? Anything fun, getting stuck in LA traffic? lol"
0,@ButtercupLuvsJK Aww that sucks! Why? 
1,"@butteredcat за 50 хвилин Львів подивити�?�?? Ви це моїй дружині �?кажіть, �?кій цілого дн�? на центр мало "
1,@BUTTERFLEYES  nah I am not looking for anyone... just enjoying the day.
1,"@BUTTERFLEYES I'm rocking my weave, guuuuuuurl! "
1,"@BUTTERFLEYES scrapple yes, berger cookies no...  "
0,@butterflie  my phone has been stupid all day! will you be free for dinner or something?
1,@butterflie so glad I got to see you! &amp; EXTRA glad you found your wallet 
0,@Butterfly_Sing awwww poor kya... that sucks  do ya plan to get another pet later?
0,@Butterfly_Sing lol I feel wide awake 
0,@Butterfly_Sing what!!!! u had a divorce!!!!!! wow this is news to me!!!!!!!!!!! 
1,@butterfly3ffect hey there abby! good luck for the choir performance! 
1,@butterfly716 I am 
1,@butterflybeacon Many Blessings to you! 
1,@Butterflybndage I bought you some gifts from Griffith  They aren't that great but I bought them cos I love you!!!
1,"@butterflydi i'll be back on it later today, got plenty of gold, but willing to help you out, if you need anything at all "
0,@ButterflyFarm Still cannot get the link to work    .  Did you use snipurl?  I did the other day and my link didn't work either.
0,@butterflygirl87 I choose all of them! I would love to see him live again.  I saw him on tour and we sat in front of this screaming girl
1,@Butterflygurl07 it's now moved to june16! yay! haha. how 'bout csb? you still have classes? 
1,@butterflykate Aren't you in bed yet Kate ? Another late one ..... 
1,"@butterflykate Crap, I said the 'V' word.... "
1,@butterflykate haha... I know... the list is long and ever growing 
1,@butterflykate Haha... it's got absolutely NO meat in it ... at all... 
1,@butterflykate He didn't do such a great job with Jay...so her kids have no chance 
1,@butterflykate Me too...that's not cheap Kate...that's smart 
1,@butterflykate U may as well have just eaten the box Kate  No-one should mess with pasta 
1,@butterflykate Well they're just going to have to leave him in it forever then...or they'll have to deal with you.. 
1,@butterflykate You wud hav time to watch the whole lot between now &amp; then...as a refresher 
1,@butterflykisser you're a mess!!! LOL!! you crack me up! I can drive to Corpus RIGHT NOW!! 
1,@butterflylove_x Dang it! And I was feeling all warm and fuzzy and trustworthy. 
1,@butterflynn saw that days ago! shan wee is so bad at it. white boy's got skillz. 
0,@ButterflyNova  sorry about the boredom. i have a personal hatred of tony hawk for a similair reason.
1,"@brendacr how have you changed your picture?? (answer me please, iif u like, no problems) "
0,@brendadada i've been before when it was the photography museum and was deeply deeply disappointed. 
1,@brendadada They don't have the majesty of sheep though 
1,@BrendaDayes brenny why dont you make some?? 
0,@brendaelizabeth sorry abt your bike  but yay for your date! What restaurant?
1,@BrendaHorton Hi Brenda! Then they should have watched Oprah or CNN last night....it's EVERYWHERE! 
1,@brendaisarebel here is an @ reply. 
1,@brendajos ... yep  gonna be great too!
1,@brendajos You can't go wrong with a black kitty. But I'd start with just one. 
1,@BRENDALEFRANDT very beautiful phrase ... like the one i once heared. It's nice to be important but it's important to be nice 
0,@brendalogy don't be like that  me loves youuu! hang in there honey.. 
0,"@brendamantz bubble baths are the bestest thing ever!!!! Enjoy expedition Africa, us antipodeans have to wait until it is picked up here "
1,"@brendamantz catch you in an hour brenda, lets catch up? "
1,"@brendamantz Very tired, but all right, thanks.  Just hard to bury a young person, you know? How are you?"
1,"@brendamazing perfect! if you go to citywalk, then after just leave them and meet up with me and ellicee "
0,@BrendaMejia haha is it cool with you if I just go to the treadmill in the other room.  YES! I'm that that lame 
0,@BrendaMejia I wish someone would make my excercise mandatory   I'm really lazy.... Hence why I got fat in the first place haha
1,@brendamoots no prob. I'm pretty resourceful if I have to be.....have a wonderful weekend. Weather should be fabulous! Good for riding 
1,"@Brendan98 Tweetdeck's nice. You can change the colour scheme too, to a more pleasing range. Mine's yellows and oranges "
1,@brendanb @woosang why morning there! 
1,@brendanb what would it tweet? 
0,@BrendanDarbyO  SAD DAY. I'll call you later today&lt;3
0,"@brendandawes I saw your post the other day on that search  too bad. Just saw your post of Iteration, it's starting to look good."
1,"@brendandawes yeah, it works better as a command "
1,@brendanheyu The Muppet Show tvshows  all coming with me on saterday 
1,"@BrendanOliver @JeffreyBowman Quality night last night, got some good pics! Will get them online @SubismLive when the sun goes in "
1,@BrendanWenzel Awww thanks Brendan  You rock! Make sure you send me that email! I've just added another awesome person to my team too!
0,"@BrendanWong couldn't make it, was really tired  ken woke me up really early he was so nervous! Extreme was great fun, a really good YG!"
0,"@brendarana oh me too. unfortunately, you know the actual weekend will buzz by... "
0,@brendas_kitkat sorry for your loss 
1,@BrendaSawJesus - Thank you 
1,@BrendaSimons do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by then  tis good too.
1,@brendaSINGS cool 
1,@brendaSINGS I am!!!  please don't leave!
1,@brendaxoxo I wanna sing this song at your 80's karaoke party!  ? http://blip.fm/~7d61y
1,"@ButterflyNova yep,and i replied to it. i just said thanks and its no big deal, im just glad you sent it &amp; let me know cuz i was waiting  "
0,"@Butterflyshoes every day is my downfall, its a every day battle.... i get tempted by people saying Bacon Butty anyone.. "
1,@Butterflyshoes LOL if she wants to fully enjoy twitter she needs to unprotect her profile 
0,@butterflysong You're welcome. I can imagine you are. That is very sad 
1,@BUTTERFLYWHEEL aw thanks. I think we both are follow-worthy! #followfriday @butterflywheel and @perpetualspiral! 
0,@BUTTERFLYWHEEL Been busy w/son's HS grad and then down w/ a cold  Comin' back tho'!! Thanks!
1,@BUTTERFLYWHEEL Hello Monica  What good news has happened in your weekend?
1,@BUTTERFLYWHEEL I like when someone tells me &quot;wow i am having a better day because of you&quot; makes me feel like... Proud to be me 
0,@BUTTERFLYWHEEL I'd be afraid they'd fall into my nostrils Butter!  LOL....j/k...that is how big my snozzle is!
1,@BUTTERFLYWHEEL ok!  i'll go check it out.
1,"@BUTTERFLYWHEEL Well thank you, Ms. Butterfly!  How was your Reiki this evening? xo"
1,@BUTTERFLYWHEEL well u are that too   LOL did I blow your mind???
0,"@ButterflyxDream Again, sorry about that. People can be real jerks. "
1,"@butterflyzan Size 10 giant man just rang. says if you're going to be mean about his hands, he'll have them back. He sounded a bit miffed "
0,@buttermymuffin4 I HOPE NOT 
